Date,Inventory Source,Organization,Organization ID,Ad opportunities,Standardized
5/11/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,560,-0.464594577109352
5/12/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,519,-0.8457831091982025
5/13/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,497,-1.0503232971483174
5/14/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,652,0.3907552997729468
5/15/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,755,1.3483752706303032
5/16/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,571,-0.3623244831342945
5/17/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,612,0.01886404895455604
5/18/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,453,-1.4594036730485473
5/19/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,585,-0.23216254534785774
5/20/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,587,-0.2135679828069382
5/21/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,797,1.7388610839896135
5/22/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,787,1.6458882712850158
5/23/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,467,-1.3292417352621106
5/24/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,569,-0.38091904567521406
5/25/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,436,-1.6174574546463634
5/26/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,563,-0.43670273329797266
5/27/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,497,-1.0503232971483174
5/28/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,657,0.43724170612524565
5/29/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,731,1.1252405201392686
5/30/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,720,1.0229704261642112
5/31/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,628,0.16762054928191236
6/1/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,531,-0.7342157339526854
6/2/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,510,-0.9294586406323405
6/3/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,563,-0.43670273329797266
6/4/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,673,0.585998206452602
6/5/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,685,0.6975655816981192
6/6/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,425,-1.719727548621421
6/7/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,464,-1.35713357907349
6/8/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,529,-0.7528102964936049
6/9/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,528,-0.7621075777640646
6/10/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,557,-0.4924864209207313
6/11/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,805,1.8132393341532915
6/12/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,815,1.9062121468578892
6/13/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,594,-0.14848701391371982
6/14/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,579,-0.28794623297061633
6/15/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,610,0.00026948641363649977
6/16/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,627,0.15832326801145258
6/17/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,639,0.2698906432569698
6/18/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,725,1.06945683251651
6/19/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,661,0.47443083120708474
6/20/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,606,-0.03691963866820258
6/21/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,498,-1.0410260158778577
