Date,Inventory Source,Organization,Organization ID,Ad opportunities,Standardized
6/22/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,528,-0.7621075777640646
6/22/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,489,-1.1247015473119957
6/23/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,562,-0.44600001456843247
6/24/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,636,0.24199879944559052
6/25/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,717,0.9950785823528319
6/26/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,892,2.6221028046832915
6/27/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,703,0.864916644566395
6/28/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,673,0.585998206452602
6/29/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,465,-1.34783629780303
6/30/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,460,-1.394322704155329
7/1/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,605,-0.04621691993866235
7/2/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,642,0.29778248706834914
7/3/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,734,1.1531323639506479
7/4/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,711,0.9392948947300732
7/5/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,508,-0.94805320317326
7/6/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,628,0.16762054928191236
7/7/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,621,0.10253958038869397
7/8/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,479,-1.2176743600165933
7/9/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,629,0.17691783055237212
7/10/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,712,0.948592176000533
7/11/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,684,0.6882683004276594
7/12/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,542,-0.6319456399776279
7/13/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,518,-0.8550803904686624
7/14/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,533,-0.7156211714117657
7/15/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,547,-0.585459233625329
7/16/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,780,1.5808073023917975
7/17/16,Pub-D-Hub-ConnectedTV_O&O,Pub-D-Hub,6888,823,1.9805903970215675
